Date,Hour,Dealers,SKU,SRP,Promotion Price,Change,Sold,Rate,Vendor,Series Group,Segment,CPU Segment,CPU,RAM,SSD,Screen,GPU,V-RAM,Weight,Products link,Part #,Focus Model,Status
28/07/2026,01:30,CellPhone S,Laptop Dell 15 DC15255 X9YM41,22990000,21990000,"Giảm 
4%",,,Dell,Business& Productivity,Dell 15,Ryzen 7,Ryzen 7 7730U,16GB,SSD 1 TB,15.6 inches,AMD Radeon Graphics,,,https://cellphones.com.vn/laptop-dell-15-dc15255-x9ym41.html,X9YM41,No,
28/07/2026,01:30,CellPhone S,Laptop Dell 16 DC16251 DC6C7557W1,35990000,34990000,"Giảm 
3%",,,Dell,Business& Productivity,Dell 16,Core 7,Core 7 150U,16GB,SSD 1 TB,16 inches,NVIDIA GeForce MX570A 2GB GDDR6 Intel Iris Xe Graphics,2G,,https://cellphones.com.vn/laptop-dell-16-dc16251-dc6c7557w1.html,DC6C7557W1,No,
28/07/2026,01:30,CellPhone S,Laptop Dell 15 DC15255 DC5R5973W1 - Bảo hành 2 năm,25290000,24990000,"Giảm 
1%",,,Dell,Business& Productivity,Dell 15,Ryzen 5,Ryzen 5 7530U,16GB DDR4 3200 MT/s,512GB M.2 PCIe NVMe (nâng cấp tối đa 1TB),"15.6 inches, Độ sáng 250 nits Màn hình chống chói Đèn nền LED Backlit Thiết kế viền mỏng",AMD Radeon Graphics,,,https://cellphones.com.vn/laptop-dell-15-dc15255-dc5r5973w1.html,DC5R5973W1,No,
28/07/2026,01:30,CellPhone S,Laptop Dell 15 DC15250 CPH99,22990000,20490000,"Giảm 
11%",,,Dell,Business& Productivity,Dell 15,Core i5,Core i5 1334U,16GB,SSD 512 GB,15.6 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-dell-15-dc15250-cph99.html,CPH99,No,
28/07/2026,01:30,CellPhone S,Laptop Dell 15 DC15250 4CDJW - Nhập khẩu chính hãng,26990000,22990000,"Giảm 
15%",,,Dell,Business& Productivity,Dell 15,Core i7,Core i7 1355U,16GB DDR5,SSD 512 GB,"15.6 inches, Độ phủ màu 45% NTSC",Intel UHD Graphics,,,https://cellphones.com.vn/laptop-dell-15-dc15250-4cdjw.html,4CDJW,No,
28/07/2026,01:30,CellPhone S,Laptop Dell 15 DC15250 CPH997,26990000,25990000,"Giảm 
4%",,,Dell,Business& Productivity,Dell 15,Core i7,Core i7 1355U,16GB,SSD 1 TB,15.6 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-dell-15-dc15250-cph997.html,CPH997,No,
28/07/2026,01:30,CellPhone S,Laptop Dell 15 DC15250 MCW52 - Nhập khẩu chính hãng,23990000,21990000,"Giảm 
8%",,,Dell,Business& Productivity,Dell 15,Core i7,Core i7 1355U,16GB,SSD 512 GB,15.6 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-dell-15-dc15250-mcw52.html,MCW52,No,
28/07/2026,01:30,CellPhone S,Laptop Dell 15 DC15250 I5U165W11SLU-5,22990000,20990000,"Giảm 
9%",,,Dell,Business& Productivity,Dell 15,Core i5,Core i5 1334U,16GB,SSD 512 GB,15.6 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-dell-15-dc15250-i5u165w11slu-5.html,DC15250,No,
28/07/2026,01:30,CellPhone S,Laptop Dell 14 DC14250 DC4C5375W1 - Bảo hành 2 năm,31390000,30990000,"Giảm 
1%",,,Dell,Business& Productivity,Dell 14,Core 5,Core 5 120U,16GB DDR5 5200 MT/s,512GB M.2 PCIe NVMe (nâng cấp tối đa 1TB),"14 inches, Độ phủ màu 45% NTSC Độ sáng 300 nits Màn hình chống chói",Intel Graphics,,,https://cellphones.com.vn/laptop-dell-14-dc14250-dc4c5375w1.html,DC4C5375W1,No,
28/07/2026,01:30,CellPhone S,Laptop Dell 15 DC15250 H02DF - Nhập khẩu chính hãng,18990000,17990000,"Giảm 
5%",,,Dell,Business& Productivity,Dell 15,Core i5,Core i5 1334U,24GB,SSD 512 GB,15.6 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-dell-15-dc15250-h02df.html,H02DF,No,
28/07/2026,01:30,CellPhone S,Laptop Dell 14 DC14255 71083617,33990000,30990000,"Giảm 
9%",,,Dell,Business& Productivity,Dell 14,Ryzen 7 AI,Ryzen AI 7 350,16GB,SSD 1 TB,14 inches,AMD Radeon Graphics,,,https://cellphones.com.vn/laptop-dell-14-dc14255-71083617-ryzen-ai-7.html,71083617,No,
28/07/2026,01:30,CellPhone S,Laptop Dell 14 DC14250 C7U161W11SLU,30990000,29490000,"Giảm 
5%",,,Dell,Business& Productivity,Dell 14,Core 7,Core 7 150U,16GB,SSD 1 TB,14 inches,Intel Graphics,,,https://cellphones.com.vn/laptop-dell-14-dc14250-c7u161w11slu.html,C7U161W11SLU,No,
28/07/2026,01:30,CellPhone S,Laptop Dell 15 DC15250 M0RCP - Nhập khẩu chính hãng,24990000,23990000,"Giảm 
4%",,,Dell,Business& Productivity,Dell 15,Core i7,Core i7 1355U,16GB,SSD 1 TB,15.6 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-dell-15-dc15250-m0rcp.html,M0RCP,No,
28/07/2026,01:30,CellPhone S,Laptop Dell 15 DC15250 H5YXJ - Nhập khẩu chính hãng,24990000,23990000,"Giảm 
4%",,,Dell,Business& Productivity,Dell 15,Core i7,Core i7 1355U,16GB,SSD 1 TB,15.6 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-dell-15-dc15250-h5yxj.html,H5YXJ,No,
28/07/2026,01:30,CellPhone S,Laptop Dell 15 DC15250 DC5I7748W1,26990000,23490000,"Giảm 
13%",,,Dell,Business& Productivity,Dell 15,Core i7,Core i7 1355U,16GB,SSD 512 GB,15.6 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-dell-15-dc15250-dc5i7748w1.html,DC5I7748W1,No,
28/07/2026,01:30,CellPhone S,Laptop Dell 15 DC15250 DC5I7952W1,26990000,23990000,"Giảm 
11%",,,Dell,Business& Productivity,Dell 15,Core i7,Core i7 1355U,16GB,SSD 512 GB,15.6 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-dell-15-dc15250-dc5i7952w1.html,DC5I7952W1,No,
28/07/2026,01:30,CellPhone S,Laptop Dell 15 DC15250 3G7T0 - Nhập khẩu chính hãng,,21990000,,,,Dell,Business& Productivity,Dell 15,Core i7,Core i7 1355U,16GB,SSD 1 TB,15.6 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-dell-15-dc15250-3g7t0.html,3G7T0,No,
28/07/2026,01:30,CellPhone S,Laptop Dell Inspiron 15 3520 6HD73,19990000,17690000,"Giảm 
12%",,,Dell,Business& Productivity,Inspiron,Core i7,Core i7 1255U,16GB,SSD 512 GB,15.6 inches,Intel Iris Xe Graphics,,,https://cellphones.com.vn/laptop-dell-inspiron-15-3520-6hd73.html,6HD73,No,
28/07/2026,01:30,CellPhone S,Laptop Dell Inspiron 15 3530 N5I5407W1,19290000,17990000,"Giảm 
7%",,,Dell,Business& Productivity,Inspiron,Core i5,Core i5 1334U ,16GB DDR4,512GB SSD M.2 PCIe NVMe,"15.6 inches, Độ sáng 250 nits Màn hình chống chói LED Backlit Narrow Border Display",Intel Iris Xe Graphics,,,https://cellphones.com.vn/laptop-dell-inspiron-15-3530-n5i5407w1.html,N5I5407W1,No,
28/07/2026,01:30,CellPhone S,Laptop Dell Vostro 3405 70227396,16290000,15490000,"Giảm 
5%",,,Dell,Business& Productivity,Vostro,Ryzen 7,Ryzen R7 3700U,,SSD 512 GB,14 inches,AMD Radeon™ RX Vega 10 Graphics,,,https://cellphones.com.vn/laptop-dell-vostro-3405.html,70227396,No,
28/07/2026,01:30,CellPhone S,Laptop HP Omnibook 5 AI 16-AF1048TU BZ7Q9PA,27190000,25990000,"Giảm 
4%",,,HP,Business& Productivity,OmniBook,Core Ultra 5,Core Ultra 5 225U,16GB,SSD 512 GB,16 inches,Intel Graphics,,,https://cellphones.com.vn/laptop-hp-omnibook-5-ai-16-af1048tu-bz7q9pa.html,BZ7Q9PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP Victus 15-FA2731TX B85LNPA,29990000,24990000,"Giảm 
17%",,,HP,Gaming,VICTUS,Core i5,Core i5 13420H,16GB,SSD 512 GB,15.6 inches,RTX 3050,6G,,https://cellphones.com.vn/laptop-hp-victus-15-fa2731tx-b85lnpa.html,B85LNPA,No,
28/07/2026,01:30,CellPhone S,Laptop HP Victus 15-FA2451TX D17WPPA,31190000,27490000,"Giảm 
12%",,,HP,Gaming,VICTUS,Core i5,Core i5 13420H,16GB,SSD 512 GB,15.6 inches,RTX 4050,6G,,https://cellphones.com.vn/laptop-hp-victus-15-fa2451tx-d17wppa.html,D17WPPA,No,
28/07/2026,01:30,CellPhone S,Laptop HP Omnibook X Flip 14-FK0092AU BZ7P5PA,30990000,29990000,"Giảm 
3%",,,HP,Business& Productivity,OmniBook,Ryzen 5 AI,Ryzen AI 5 340,16GB,SSD 512 GB,14 inches,AMD Radeon 840M Graphics,,,https://cellphones.com.vn/laptop-hp-omnibook-x-flip-14-fk0092au-bz7p5pa-ryzen-ai-5.html,BZ7P5PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP Gaming OMEN 16-AM0176TX BX9D3PA,45990000,43890000,"Giảm 
5%",,,HP,Gaming,OMEN,Core Ultra 7,Core Ultra 7 255H,16GB,SSD 512 GB,16 inches,RTX 5060,8G,,https://cellphones.com.vn/laptop-hp-gaming-omen-16-am0176tx-bx9d3pa.html,BX9D3PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 250 G10 B3WA7AT,18990000,17890000,"Giảm 
6%",,,HP,Business& Productivity,HP 250,Core i5,Core i5 1334U,8GB,SSD 512 GB,15.6 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-hp-250-g10-b3wa7at.html,B3WA7AT,No,
28/07/2026,01:30,CellPhone S,Laptop HP 15-FD1289TU C2CV8PA,24990000,23890000,"Giảm 
4%",,,HP,Business& Productivity,HP 15,Core Ultra 7,Core Ultra 7 155H,16GB,SSD 512 GB,15.6 inches,Intel Arc Graphics,,,https://cellphones.com.vn/laptop-hp-15-fd1289tu-c2cv8pa.html,C2CV8PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 250R G10 C3RV3AT,15990000,14490000,"Giảm 
9%",,,HP,Business& Productivity,HP 250R,Core 3,Core 3 100U,8GB,SSD 512 GB,15.6 inches,Intel Graphics,,,https://cellphones.com.vn/laptop-hp-250r-g10-c3rv3at.html,C3RV3AT,No,
28/07/2026,01:30,CellPhone S,Laptop HP 250 G10 B73TQAT,15390000,14490000,"Giảm 
6%",,,HP,Business& Productivity,HP 250,Core i3,Core i3 1315U,8GB,SSD 512 GB,15.6 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-hp-250-g10-b73tqat.html,B73TQAT,No,
28/07/2026,01:30,CellPhone S,Laptop HP EliteBook X Flip G1I 14 B9FR8PT AI,65290000,62990000,"Giảm 
4%",,,HP,Business& Productivity,EliteBook,Core Ultra 7,Core Ultra 7 268V,32GB,SSD 1 TB,14 inches,Intel Arc 140V GPU (16GB),16G,,https://cellphones.com.vn/laptop-hp-elitebook-x-flip-g1i-14-b9fr8pt-ai.html,B9FR8PT,No,
28/07/2026,01:30,CellPhone S,Laptop HP OmniBook 7 14-FR0033TU C1MN2PA,28490000,26990000,"Giảm 
5%",,,HP,Business& Productivity,OmniBook,Core Ultra 5,Core Ultra 5 225U,16GB,SSD 512 GB,14 inches,Intel Graphics,,,https://cellphones.com.vn/laptop-hp-omnibook-7-14-fr0033tu-c1mn2pa.html,C1MN2PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 250R G10 C3SH7AT,25190000,19790000,"Giảm 
21%",,,HP,Business& Productivity,HP 250R,Core 5,Core 5 120U,16GB,SSD 512 GB,15.6 inches,Intel Graphics,,,https://cellphones.com.vn/laptop-hp-250r-g10-c3sh7at.html,C3SH7AT,No,
28/07/2026,01:30,CellPhone S,Laptop HP Victus 15-FB3116AX BX8U4PA,29490000,25490000,"Giảm 
14%",,,HP,Gaming,VICTUS,Ryzen 7,Ryzen 7 7445HS,16GB,SSD 512 GB,15.6 inches,RTX 3050,6G,,https://cellphones.com.vn/laptop-hp-victus-15-fb3116ax-bx8u4pa.html,BX8U4PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 14‑EM0023AU D0BG7PA,23990000,18890000,"Giảm 
21%",,,HP,Business& Productivity,HP 14,Ryzen 5,Ryzen 5 7520U,16GB,SSD 512 GB,14 inches,AMD Radeon 610M Graphics,,,https://cellphones.com.vn/laptop-hp-14-em0023au-d0bg7pa.html,D0BG7PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP Probook 455 G10 878T8PA,27290000,25990000,"Giảm 
5%",,,HP,Business& Productivity,Probook,Ryzen 7,Ryzen 7 7730U,16GB,SSD 512 GB,15.6 inches,AMD Radeon Graphics,,,https://cellphones.com.vn/laptop-hp-probook-455-g10-878t8pa.html,878T8PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 250R G9 AX3C7AT,14390000,13990000,"Giảm 
3%",,,HP,Business& Productivity,HP 250R,Core i3,Core i3 1315U,8GB,SSD 256 GB,15.6 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-hp-250r-g9-ax3c7at.html,AX3C7AT,No,
28/07/2026,01:30,CellPhone S,Laptop HP 250R G9 AX3D4AT,20890000,19790000,"Giảm 
5%",,,HP,Business& Productivity,HP 250R,Core i5,Core i5 1335U,16GB,SSD 512 GB,15.6 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-hp-250r-g9-ax3d4at.html,AX3D4AT,No,
28/07/2026,01:30,CellPhone S,Laptop HP Omnibook X Flip 14-FM0088TU BZ7Q2PA,33990000,31390000,"Giảm 
8%",,,HP,Business& Productivity,OmniBook,Core Ultra 5,Core Ultra 5 226V,16GB,SSD 512 GB,14 inches,Intel Arc 130V GPU (8GB),8G,,https://cellphones.com.vn/laptop-hp-omnibook-x-flip-14-fm0088tu-bz7q2pa.html,BZ7Q2PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP Probook 455 G10 878U6PA,24390000,21490000,"Giảm 
12%",,,HP,Business& Productivity,Probook,Ryzen 5,Ryzen 5 7530U,16GB,SSD 512 GB,15.6 inches,AMD Radeon Graphics,,,https://cellphones.com.vn/laptop-hp-probook-455-g10-878u6pa.html,878U6PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 14-EP1200TU D0BG9PA,29590000,25990000,"Giảm 
12%",,,HP,Business& Productivity,HP 14,Core Ultra 7,Core Ultra 7 155H,24GB,SSD 512 GB,14 inches,Intel Graphics,,,https://cellphones.com.vn/laptop-hp-14-ep1200tu-d0bg9pa.html,D0BG9PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP Gaming OMEN 16-AM0129TX BX9D1PA,,48890000,,,,HP,Gaming,OMEN,Core Ultra 7,Core Ultra 7 255H,32GB,SSD 512 GB,16 inches,RTX 5070,8G,,https://cellphones.com.vn/laptop-hp-gaming-omen-16-am0129tx-bx9d1pa.html,BX9D1PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP Victus 16-R0376TX AY8Z2PA,32690000,24990000,"Giảm 
24%",,,HP,Gaming,VICTUS,Core i7,Core i7 13700HX,16GB,SSD 512 GB,16.1 inches,RTX 3050,6G,,https://cellphones.com.vn/laptop-hp-victus-16-r0376tx-ay8z2pa.html,R0376TX,No,
28/07/2026,01:30,CellPhone S,Laptop HP 250R G9 AX3C8AT,15390000,14490000,"Giảm 
6%",,,HP,Business& Productivity,HP 250R,Core i3,Core i3 1315U,8GB,SSD 512 GB,15.6 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-hp-250r-g9-ax3c8at.html,AX3C8AT,No,
28/07/2026,01:30,CellPhone S,Laptop HP 14-EP0110TU 8C5K9PA,22090000,21190000,"Giảm 
4%",,,HP,Business& Productivity,HP 14,Core i7,Core i7 1355U,16GB,SSD 512 GB,14 inches,Intel Iris Xe Graphics,,,https://cellphones.com.vn/laptop-hp-14-ep0110tu-8c5k9pa.html,8C5K9PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 245 G10 BG5U8PT,19990000,19590000,"Giảm 
2%",,,HP,Business& Productivity,HP 245,Ryzen 7,Ryzen 7 7730U,16GB,SSD 512 GB,14 inches,AMD Radeon Graphics,,,https://cellphones.com.vn/laptop-hp-245-g10-bg5u8pt.html,BG5U8PT,No,
28/07/2026,01:30,CellPhone S,Laptop HP Omnibook 7 Aero 13-BG1087AU BZ7S1PA,29790000,28490000,"Giảm 
4%",,,HP,Business& Productivity,OmniBook,Ryzen 5 AI,Ryzen AI 5 340,16GB,SSD 512 GB,13.3 inches,AMD Radeon 840M Graphics,,,https://cellphones.com.vn/laptop-hp-omnibook-7-aero-13-bg1087au-bz7s1pa-ryzen-ai-5.html,BZ7S1PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP Omnibook X Flip 14-FM0076TU BZ7P6PA,40890000,37490000,"Giảm 
8%",,,HP,Business& Productivity,OmniBook,Core Ultra 7,Core Ultra 7 258V,32GB,SSD 512 GB,14 inches,Intel Arc 140V GPU (16GB),16G,,https://cellphones.com.vn/laptop-hp-omnibook-x-flip-14-fm0076tu-bz7p6pa.html,BZ7P6PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP EliteBook X G1A 14 AI B9FE4PT,62290000,59590000,"Giảm 
4%",,,HP,Business& Productivity,EliteBook,Ryzen 9 AI,Ryzen AI 9 HX PRO 375,32GB,SSD 1 TB,14 inches,AMD Radeon 890M Graphics,,,https://cellphones.com.vn/laptop-hp-elitebook-x-g1a-14-ai-b9fe4pt-ryzen-ai-9.html,B9FE4PT,No,
28/07/2026,01:30,CellPhone S,Laptop HP EliteBook X G1A 14 AI BC4N4AT,54590000,52290000,"Giảm 
4%",,,HP,Business& Productivity,EliteBook,Ryzen 7 AI PRO,Ryzen AI 7 PRO 360,32GB,SSD 1 TB,14 inches,AMD Radeon Graphics,,,https://cellphones.com.vn/laptop-hp-elitebook-x-g1a-14-ai-bc4n4at-ryzen-ai-7-pro.html,BC4N4AT,No,
28/07/2026,01:30,CellPhone S,Laptop HP OmniBook X Flip 14-FM0086TU BZ7Q0PA,33990000,31990000,"Giảm 
6%",,,HP,Business& Productivity,OmniBook,Core Ultra 5,Core Ultra 5 226V,16GB LPDDR5x-8533 MT/s (onboard),SSD 1 TB,"14 inches, Kính tràn viền (Edge-to-edge Glass) Viền mỏng Micro-edge Kính cường lực Corning Gorilla Glass 3 Độ sáng 400 nits Độ phủ màu 62.5% sRGB",Intel Arc 130V GPU,,,https://cellphones.com.vn/laptop-hp-omnibook-x-flip-14-fm0086tu-bz7q0pa.html,BZ7Q0PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 14-EP0112TU 8C5L1PA,19590000,18490000,"Giảm 
6%",,,HP,Business& Productivity,HP 14,Core i5,Core i5 1335U,16GB,SSD 512 GB,14 inches,Intel Iris Xe Graphics,,,https://cellphones.com.vn/laptop-hp-14-ep0112tu-8c5l1pa.html,8C5L1PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP Probook 445 G10 878T9PA,27990000,24990000,"Giảm 
11%",,,HP,Business& Productivity,Probook,Ryzen 7,Ryzen 7 7730U,16GB,SSD 512 GB,14 inches,AMD Radeon Graphics,,,https://cellphones.com.vn/laptop-hp-probook-445-g10-878t9pa.html,878T9PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 14-EP1178TU C89ZRPA,21990000,20990000,"Giảm 
5%",,,HP,Business& Productivity,HP 14,Core 5,Core 5 120U,16GB,SSD 1 TB,14 inches,Intel Graphics,,,https://cellphones.com.vn/laptop-hp-14-ep1178tu-c89zrpa.html,C89ZRPA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 250R G9 C40LHAT,15990000,14490000,"Giảm 
9%",,,HP,Business& Productivity,HP 250R,Core 3,Core 3 100U,8GB,SSD 512 GB,15.6 inches,Intel Graphics,,,https://cellphones.com.vn/laptop-hp-250r-g9-c40lhat.html,C40LHAT,No,
28/07/2026,01:30,CellPhone S,Laptop HP Probook 465 G11 A8WS4PT,28490000,24990000,"Giảm 
12%",,,HP,Business& Productivity,Probook,Ryzen 7,Ryzen 7 7735HS,16GB,SSD 512 GB,16 inches,AMD Radeon Graphics,,,https://cellphones.com.vn/laptop-hp-probook-465-g11-a8ws4pt.html,A8WS4PT,No,
28/07/2026,01:30,CellPhone S,Laptop HP EliteBook 6 G1I 13 BQ9L8PT,33290000,31290000,"Giảm 
6%",,,HP,Business& Productivity,EliteBook,Core Ultra 5,Core Ultra 5 225U,16GB,SSD 512 GB,13.3 inches,Intel Graphics,,,https://cellphones.com.vn/laptop-hp-elitebook-6-g1i-13-bq9l8pt.html,BQ9L8PT,No,
28/07/2026,01:30,CellPhone S,Laptop HP Omnibook X Flip 14-FK0082AU BZ7N8PA,40890000,37490000,"Giảm 
8%",,,HP,Business& Productivity,OmniBook,Ryzen 7 AI,Ryzen AI 7 350,32GB,SSD 1 TB,14 inches,AMD Radeon 860M Graphics,,,https://cellphones.com.vn/laptop-hp-omnibook-x-flip-14-fk0082au-bz7n8pa-ryzen-ai-7.html,BZ7N8PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP Victus 16-S0136AX 9Q984PA,28990000,19990000,"Giảm 
31%",,,HP,Gaming,VICTUS,Ryzen 5,Ryzen 5 7640HS,32GB DDR5-5600 MT/s,Ổ SSD 512 GB PCIe Gen4 NVMeTM TLC M.2,"16.1 inches, Độ phủ màu 45% NTSC Độ sáng 250 nit Chống lóa",RTX 3050,6G,,https://cellphones.com.vn/laptop-hp-victus-16-s0136ax-9q984pa.html,S0136AX,No,
28/07/2026,01:30,CellPhone S,Laptop HP OmniBook 7 14-FR0024TU C1MN0PA,38590000,34690000,"Giảm 
10%",,,HP,Business& Productivity,OmniBook,Core Ultra 7,Core Ultra 7 255H,32GB,SSD 512 GB,14 inches,Intel Arc 140T GPU,,,https://cellphones.com.vn/laptop-hp-omnibook-7-14-fr0024tu-c1mn0pa.html,C1MN0PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 245 G10 B8PF8AT,18990000,17490000,"Giảm 
8%",,,HP,Business& Productivity,HP 245,Ryzen 5,Ryzen 5 7530U,16GB,SSD 256 GB,14 inches,AMD Radeon Graphics,,,https://cellphones.com.vn/laptop-hp-245-g10-b8pf8at.html,B8PF8AT,No,
28/07/2026,01:30,CellPhone S,Laptop HP Dragonfly G4 A9VD6PT,57590000,54990000,"Giảm 
5%",,,HP,Business& Productivity,Dragonfly,Core i7,Core i7 1365U,32GB,SSD 1 TB,13.5 inches,Intel Iris Xe Graphics,,,https://cellphones.com.vn/laptop-hp-dragonfly-g4-a9vd6pt.html,A9VD6PT,No,
28/07/2026,01:30,CellPhone S,Laptop HP 250 G10 B1RY5PT,19290000,17890000,"Giảm 
7%",,,HP,Business& Productivity,HP 250,Core i5,Core i5 1335U,8GB,SSD 512 GB,15.6 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-hp-250-g10-b1ry5pt.html,B1RY5PT,No,
28/07/2026,01:30,CellPhone S,Laptop HP Omnibook 5 AI 16-AF1046TU BZ7Q8PA,28190000,26490000,"Giảm 
6%",,,HP,Business& Productivity,OmniBook,Core Ultra 5,Core Ultra 5 225U,16GB,SSD 512 GB,16 inches,Intel Graphics,,,https://cellphones.com.vn/laptop-hp-omnibook-5-ai-16-af1046tu-bz7q8pa.html,BZ7Q8PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP AI 14-HC0028TU D72BJPA,25190000,22490000,"Giảm 
11%",,,HP,Business& Productivity,HP AI 14,Core Ultra 5,Core Ultra 5 225U,16GB,SSD 512 GB,14 inches,Graphics,,,https://cellphones.com.vn/laptop-hp-ai-14-hc0028tu-d72bjpa.html,D72BJPA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 15-FD0306TU A2NL7PA,,12490000,,,,HP,Business& Productivity,HP 15,Core i3,Core i3 1315U,8GB,SSD 256 GB,15.6 inches,Intel UHD Graphics,,,https://cellphones.com.vn/laptop-hp-15-fd0306tu-a2nl7pa.html,A2NL7PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 250R G9 C40LJAT,19590000,17990000,"Giảm 
8%",,,HP,Business& Productivity,HP 250R,Core 5,Core 5 120U,8GB,SSD 512 GB,15.6 inches,Intel Graphics,,,https://cellphones.com.vn/laptop-hp-250r-g9-c40ljat.html,C40LJAT,No,
28/07/2026,01:30,CellPhone S,Laptop HP Omnibook 5 16-AG1068AU BZ7T0PA,28190000,26490000,"Giảm 
6%",,,HP,Business& Productivity,OmniBook,Ryzen 5 AI,Ryzen AI 5 340,16GB,SSD 512 GB,16 inches,AMD Radeon 840M Graphics,,,https://cellphones.com.vn/laptop-hp-omnibook-5-16-ag1068au-bz7t0pa-ryzen-ai-5.html,BZ7T0PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 14-EP1012TU D72CPPA,24390000,21990000,"Giảm 
10%",,,HP,Business& Productivity,HP 14,Core 5,Core 5 120U,16GB,SSD 512 GB,14 inches,Intel Graphics,,,https://cellphones.com.vn/laptop-hp-14-ep1012tu-d72cppa.html,D72CPPA,No,
28/07/2026,01:30,CellPhone S,Laptop HP ProBook 4 G1I 16 BQ5D8PT,34190000,32790000,"Giảm 
4%",,,HP,Business& Productivity,Probook,Core Ultra 5,Core Ultra 5 225H,16GB,SSD 512 GB,16 inches,Intel Graphics,,,https://cellphones.com.vn/laptop-hp-probook-4-g1i-16-bq5d8pt.html,BQ5D8PT,No,
28/07/2026,01:30,CellPhone S,Laptop HP Pavilion 15-EG3093TU 8C5L4PA,21290000,17990000,"Giảm 
16%",,,HP,Business& Productivity,Pavilion,Core i5,Core i5 1335U,16GB DDR4 3200 MHz,512 GB SSD NVMe PCIe,"15.6 inches, Độ phủ màu 45% NTSC Màn hình chống chói Độ sáng 250 nits",Intel Iris Xe Graphics,,,https://cellphones.com.vn/laptop-hp-pavilion-15-eg3093tu-8c5l4pa.html,8C5L4PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 250R G10 C3SH6AT,19590000,17990000,"Giảm 
8%",,,HP,Business& Productivity,HP 250R,Core 5,Core 5 120U,8GB,SSD 512 GB,15.6 inches,Intel Graphics,,,https://cellphones.com.vn/laptop-hp-250r-g10-c3sh6at.html,C3SH6AT,No,
28/07/2026,01:30,CellPhone S,Laptop HP Pavilion 15-EG3111TU 8U6L8PA,21290000,17990000,"Giảm 
16%",,,HP,Business& Productivity,Pavilion,Core i5,Core i5 1335U,16GB,SSD 512 GB,15.6 inches,Intel Iris Xe Graphics,,,https://cellphones.com.vn/laptop-hp-pavilion-15-eg3111tu-8u6l8pa.html,8U6L8PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP 15-FD0305TU A2NL6PA,,12490000,,,,HP,Business& Productivity,HP 15,Core i3,Core i3 1315U,8GB,SSD 256 GB,15.6 inches,Intel UHD,,,https://cellphones.com.vn/laptop-hp-15-fd0305tu-a2nl6pa.html,A2NL6PA,No,
28/07/2026,01:30,CellPhone S,Laptop HP EliteBook 6 G1I 13 BQ9M6PT,37590000,34990000,"Giảm 
7%",,,HP,Business& Productivity,EliteBook,Core Ultra 7,Core Ultra 7 255U,16GB,SSD 512 GB,13.3 inches,Intel Graphics,,,https://cellphones.com.vn/laptop-hp-elitebook-6-g1i-13-bq9m6pt.html,BQ9M6PT,No,
